Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2020-09-26,FR,France,EURO,1162,533291,150,31475
2020-09-27,FR,France,EURO,13197,546488,39,31514
2020-09-28,FR,France,EURO,12788,559276,27,31541
2020-09-29,FR,France,EURO,13103,572379,67,31608
2020-09-30,FR,France,EURO,14366,586745,82,31690
2020-10-01,FR,France,EURO,15241,601986,56,31746
2020-10-02,FR,France,EURO,7215,609201,62,31808
2020-10-03,FR,France,EURO,1376,610577,118,31926
2020-10-04,FR,France,EURO,21381,631958,43,31969
2020-10-05,FR,France,EURO,19663,651621,32,32001
2020-10-06,FR,France,EURO,20437,672058,68,32069
2020-10-07,FR,France,EURO,22538,694596,65,32134
2020-10-08,FR,France,EURO,23263,717859,77,32211
2020-10-09,FR,France,EURO,11292,729151,76,32287
2020-10-10,FR,France,EURO,3004,732155,90,32377
2020-10-11,FR,France,EURO,31489,763644,54,32431
2020-10-12,FR,France,EURO,28593,792237,46,32477
2020-10-13,FR,France,EURO,28592,820829,94,32571
2020-10-14,FR,France,EURO,32012,852841,108,32679
2020-10-15,FR,France,EURO,32716,885557,101,32780
2020-10-16,FR,France,EURO,15221,900778,88,32868
2020-10-17,FR,France,EURO,4343,905121,162,33030
2020-10-18,FR,France,EURO,45280,950401,89,33119
2020-10-19,FR,France,EURO,44356,994757,85,33204
2020-10-20,FR,France,EURO,46461,1041218,146,33350
2020-10-21,FR,France,EURO,51083,1092301,261,33611
2020-10-22,FR,France,EURO,54521,1146822,155,33766
2020-10-23,FR,France,EURO,25093,1171915,162,33928
2020-10-24,FR,France,EURO,7124,1179039,297,34225
2020-10-25,FR,France,EURO,68714,1247753,137,34362
2020-10-26,FR,France,EURO,61364,1309117,105,34467
2020-10-27,FR,France,EURO,56662,1365779,255,34722
2020-10-28,FR,France,EURO,56163,1421942,522,35244
2020-10-29,FR,France,EURO,57506,1479448,240,35484
2020-10-30,FR,France,EURO,26259,1505707,235,35719
2020-10-31,FR,France,EURO,6351,1512058,544,36263
2020-11-01,FR,France,EURO,69989,1582047,223,36486
2020-11-02,FR,France,EURO,59106,1641153,231,36717
2020-11-03,FR,France,EURO,49763,1690916,411,37128
2020-11-04,FR,France,EURO,46864,1737780,854,37982
2020-11-05,FR,France,EURO,44263,1782043,373,38355
2020-11-06,FR,France,EURO,17913,1799956,363,38718
2020-11-07,FR,France,EURO,4125,1804081,827,39545
2020-11-08,FR,France,EURO,47592,1851673,304,39849
2020-11-09,FR,France,EURO,37425,1889098,270,40119
2020-11-10,FR,France,EURO,4797,1893895,546,40665
2020-11-11,FR,France,EURO,36517,1930412,1220,41885
2020-11-12,FR,France,EURO,28019,1958431,318,42203
2020-11-13,FR,France,EURO,10809,1969240,425,42628
2020-11-14,FR,France,EURO,2537,1971777,931,43559
2020-11-15,FR,France,EURO,30323,2002100,354,43913
2020-11-16,FR,France,EURO,21710,2023810,302,44215
2020-11-17,FR,France,EURO,17058,2040868,504,44719
2020-11-18,FR,France,EURO,16817,2057685,1219,45938
2020-11-19,FR,France,EURO,15546,2073231,413,46351
2020-11-20,FR,France,EURO,7235,2080466,429,46780
2020-11-21,FR,France,EURO,1592,2082058,1137,47917
2020-11-22,FR,France,EURO,17732,2099790,253,48170
2020-11-23,FR,France,EURO,13742,2113532,214,48384
2020-11-24,FR,France,EURO,12334,2125866,499,48883
2020-11-25,FR,France,EURO,12496,2138362,1005,49888
2020-11-26,FR,France,EURO,11779,2150141,371,50259
2020-11-27,FR,France,EURO,6057,2156198,339,50598
2020-11-28,FR,France,EURO,1484,2157682,956,51554
2020-11-29,FR,France,EURO,15847,2173529,213,51767
2020-11-30,FR,France,EURO,12287,2185816,198,51965
2020-12-01,FR,France,EURO,11334,2197150,406,52371
2020-12-02,FR,France,EURO,11959,2209109,775,53146
2020-12-03,FR,France,EURO,12438,2221547,309,53455
2020-12-04,FR,France,EURO,6548,2228095,324,53779
2020-12-05,FR,France,EURO,1640,2229735,625,54404
2020-12-06,FR,France,EURO,16663,2246398,214,54618
2020-12-07,FR,France,EURO,13252,2259650,174,54792
2020-12-08,FR,France,EURO,12436,2272086,366,55158
2020-12-09,FR,France,EURO,13509,2285595,828,55986
2020-12-10,FR,France,EURO,13629,2299224,294,56280
2020-12-11,FR,France,EURO,7770,2306994,292,56572
2020-12-12,FR,France,EURO,1918,2308912,626,57198
2020-12-13,FR,France,EURO,19643,2328555,194,57392
2020-12-14,FR,France,EURO,15940,2344495,150,57542
2020-12-15,FR,France,EURO,14917,2359412,368,57910
2020-12-16,FR,France,EURO,15821,2375233,790,58700
2020-12-17,FR,France,EURO,17318,2392551,289,58989
2020-12-18,FR,France,EURO,10452,2403003,256,59245
2020-12-19,FR,France,EURO,3433,2406436,610,59855
2020-12-20,FR,France,EURO,21044,2427480,188,60043
2020-12-21,FR,France,EURO,18331,2445811,131,60174
2020-12-22,FR,France,EURO,16670,2462481,351,60525
2020-12-23,FR,France,EURO,12858,2475339,801,61326
2020-12-24,FR,France,EURO,1209,2476548,276,61602
2020-12-25,FR,France,EURO,9615,2486163,290,61892
2020-12-26,FR,France,EURO,2033,2488196,159,62051
2020-12-27,FR,France,EURO,21428,2509624,146,62197
2020-12-28,FR,France,EURO,19533,2529157,173,62370
2020-12-29,FR,France,EURO,18995,2548152,362,62732
2020-12-30,FR,France,EURO,15452,2563604,969,63701
2020-12-31,FR,France,EURO,1368,2564972,303,64004
2021-01-01,FR,France,EURO,13186,2578158,250,64254
2021-01-02,FR,France,EURO,2711,2580869,133,64387
2021-01-03,FR,France,EURO,27817,2608686,156,64543
2021-01-04,FR,France,EURO,22099,2630785,116,64659
2021-01-05,FR,France,EURO,19026,2649811,376,65035
2021-01-06,FR,France,EURO,18634,2668445,867,65902
2021-01-07,FR,France,EURO,19211,2687656,282,66184
2021-01-08,FR,France,EURO,10728,2698384,276,66460
2021-01-09,FR,France,EURO,2167,2700551,589,67049
2021-01-10,FR,France,EURO,25931,2726482,168,67217
2021-01-11,FR,France,EURO,20189,2746671,151,67368
2021-01-12,FR,France,EURO,19408,2766079,309,67677
2021-01-13,FR,France,EURO,19807,2785886,742,68419
2021-01-14,FR,France,EURO,20698,2806584,229,68648
2021-01-15,FR,France,EURO,11335,2817919,280,68928
2021-01-16,FR,France,EURO,2682,2820601,633,69561
2021-01-17,FR,France,EURO,28922,2849523,192,69753
2021-01-18,FR,France,EURO,22710,2872233,141,69894
2021-01-19,FR,France,EURO,20813,2893046,401,70295
2021-01-20,FR,France,EURO,21609,2914655,656,70951
2021-01-21,FR,France,EURO,22604,2937259,310,71261
2021-01-22,FR,France,EURO,12515,2949774,346,71607
2021-01-23,FR,France,EURO,2072,2951846,648,72255
2021-01-24,FR,France,EURO,29448,2981294,229,72484
2021-01-25,FR,France,EURO,22205,3003499,172,72656
2021-01-26,FR,France,EURO,20900,3024399,445,73101
2021-01-27,FR,France,EURO,22313,3046712,612,73713
2021-01-28,FR,France,EURO,22627,3069339,349,74062
2021-01-29,FR,France,EURO,12464,3081803,343,74405
2021-01-30,FR,France,EURO,2957,3084760,819,75224
2021-01-31,FR,France,EURO,29782,3114542,242,75466
2021-02-01,FR,France,EURO,22756,3137298,195,75661
2021-02-02,FR,France,EURO,20040,3157338,453,76114
2021-02-03,FR,France,EURO,20247,3177585,726,76840
2021-02-04,FR,France,EURO,21010,3198595,353,77193
2021-02-05,FR,France,EURO,11800,3210395,355,77548
2021-02-06,FR,France,EURO,1213,3211608,650,78198
2021-02-07,FR,France,EURO,25685,3237293,191,78389
2021-02-08,FR,France,EURO,19805,3257098,171,78560
2021-02-09,FR,France,EURO,17513,3274611,456,79016
2021-02-10,FR,France,EURO,17191,3291802,721,79737
2021-02-11,FR,France,EURO,17781,3309583,295,80032
2021-02-12,FR,France,EURO,10098,3319681,357,80389
2021-02-13,FR,France,EURO,2168,3321849,644,81033
2021-02-14,FR,France,EURO,23782,3345631,192,81225
2021-02-15,FR,France,EURO,19739,3365370,167,81392
2021-02-16,FR,France,EURO,19549,3384919,409,81801
2021-02-17,FR,France,EURO,20133,3405052,582,82383
2021-02-18,FR,France,EURO,21167,3426219,309,82692
2021-02-19,FR,France,EURO,12519,3438738,267,82959
2021-02-20,FR,France,EURO,2085,3440823,565,83524
2021-02-21,FR,France,EURO,28726,3469549,157,83681
2021-02-22,FR,France,EURO,22181,3491730,159,83840
2021-02-23,FR,France,EURO,20162,3511892,327,84167
2021-02-24,FR,France,EURO,20736,3532628,428,84595
2021-02-25,FR,France,EURO,20752,3553380,273,84868
2021-02-26,FR,France,EURO,12393,3565773,257,85125
2021-02-27,FR,France,EURO,2277,3568050,536,85661
2021-02-28,FR,France,EURO,27422,3595472,185,85846
2021-03-01,FR,France,EURO,20412,3615884,114,85960
2021-03-02,FR,France,EURO,20453,3636337,375,86335
2021-03-03,FR,France,EURO,19786,3656123,410,86745
2021-03-04,FR,France,EURO,21912,3678035,322,87067
2021-03-05,FR,France,EURO,13157,3691192,278,87345
2021-03-06,FR,France,EURO,2364,3693556,431,87776
2021-03-07,FR,France,EURO,29327,3722883,170,87946
2021-03-08,FR,France,EURO,23466,3746349,127,88073
2021-03-09,FR,France,EURO,23706,3770055,358,88431
2021-03-10,FR,France,EURO,23945,3794000,356,88787
2021-03-11,FR,France,EURO,26255,3820255,331,89118
2021-03-12,FR,France,EURO,17026,3837281,265,89383
2021-03-13,FR,France,EURO,4135,3841416,223,89606
2021-03-14,FR,France,EURO,38276,3879692,168,89774
2021-03-15,FR,France,EURO,30555,3910247,132,89906
2021-03-16,FR,France,EURO,30439,3940686,333,90239
2021-03-17,FR,France,EURO,30375,3971061,392,90631
2021-03-18,FR,France,EURO,33123,4004184,236,90867
2021-03-19,FR,France,EURO,20670,4024854,268,91135
2021-03-20,FR,France,EURO,4986,4029840,276,91411
2021-03-21,FR,France,EURO,46270,4076110,175,91586
2021-03-22,FR,France,EURO,38088,4114198,138,91724
2021-03-23,FR,France,EURO,37136,4151334,343,92067
2021-03-24,FR,France,EURO,37079,4188413,269,92336
2021-03-25,FR,France,EURO,39932,4228345,245,92581
2021-03-26,FR,France,EURO,24890,4253235,223,92804
2021-03-27,FR,France,EURO,5122,4258357,897,93701
2021-03-28,FR,France,EURO,52323,4310680,183,93884
2021-03-29,FR,France,EURO,43554,4354234,131,94015
2021-03-30,FR,France,EURO,39629,4393863,360,94375
2021-03-31,FR,France,EURO,38379,4432242,361,94736
2021-04-01,FR,France,EURO,38483,4470725,299,95035
2021-04-02,FR,France,EURO,24320,4495045,303,95338
2021-04-03,FR,France,EURO,3775,4498820,318,95656
2021-04-04,FR,France,EURO,8602,4507422,185,95841
2021-04-05,FR,France,EURO,53843,4561265,185,96026
2021-04-06,FR,France,EURO,39110,4600375,200,96226
2021-04-07,FR,France,EURO,35899,4636274,412,96638
2021-04-08,FR,France,EURO,37967,4674241,421,97059
2021-04-09,FR,France,EURO,23785,4698026,343,97402
2021-04-10,FR,France,EURO,3728,4701754,319,97721
2021-04-11,FR,France,EURO,46288,4748042,207,97928
2021-04-12,FR,France,EURO,34343,4782385,176,98104
2021-04-13,FR,France,EURO,30754,4813139,373,98477
2021-04-14,FR,France,EURO,31275,4844414,345,98822
2021-04-15,FR,France,EURO,32128,4876542,295,99117
2021-04-16,FR,France,EURO,20291,4896833,296,99413
2021-04-17,FR,France,EURO,4515,4901348,331,99744
2021-04-18,FR,France,EURO,39723,4941071,177,99921
2021-04-19,FR,France,EURO,30755,4971826,140,100061
2021-04-20,FR,France,EURO,29142,5000968,446,100507
2021-04-21,FR,France,EURO,26869,5027837,381,100888
2021-04-22,FR,France,EURO,28363,5056200,313,101201
2021-04-23,FR,France,EURO,17221,5073421,283,101484
2021-04-24,FR,France,EURO,3476,5076897,331,101815
2021-04-25,FR,France,EURO,32465,5109362,195,102010
2021-04-26,FR,France,EURO,24812,5134174,145,102155
2021-04-27,FR,France,EURO,21077,5155251,391,102546
2021-04-28,FR,France,EURO,20966,5176217,344,102890
2021-04-29,FR,France,EURO,22575,5198792,315,103205
2021-04-30,FR,France,EURO,3828,5202620,306,103511
2021-05-01,FR,France,EURO,3376,5205996,290,103801
2021-05-02,FR,France,EURO,27245,5233241,164,103965
2021-05-03,FR,France,EURO,20203,5253444,113,104078
2021-05-04,FR,France,EURO,17478,5270922,308,104386
2021-05-05,FR,France,EURO,15889,5286811,255,104641
2021-05-06,FR,France,EURO,17918,5304729,244,104885
2021-05-07,FR,France,EURO,3888,5308617,219,105104
2021-05-08,FR,France,EURO,1562,5310179,235,105339
2021-05-09,FR,France,EURO,23884,5334063,176,105515
2021-05-10,FR,France,EURO,16618,5350681,115,105630
2021-05-11,FR,France,EURO,15762,5366443,290,105920
2021-05-12,FR,France,EURO,1571,5368014,231,106151
2021-05-13,FR,France,EURO,17164,5385178,182,106333
2021-05-14,FR,France,EURO,8576,5393754,131,106464
2021-05-15,FR,France,EURO,2262,5396016,173,106637
2021-05-16,FR,France,EURO,18820,5414836,100,106737
2021-05-17,FR,France,EURO,15432,5430268,81,106818
2021-05-18,FR,France,EURO,13220,5443488,195,107013
2021-05-19,FR,France,EURO,11514,5455002,221,107234
2021-05-20,FR,France,EURO,11986,5466988,140,107374
2021-05-21,FR,France,EURO,4817,5471805,133,107507
2021-05-22,FR,France,EURO,13447,5485252,121,107628
2021-05-23,FR,France,EURO,11821,5497073,75,107703
2021-05-24,FR,France,EURO,9704,5506777,70,107773
2021-05-25,FR,France,EURO,1908,5508685,61,107834
2021-05-26,FR,France,EURO,1749,5510434,207,108041
2021-05-27,FR,France,EURO,12438,5522872,143,108184
2021-05-28,FR,France,EURO,13704,5536576,141,108325
2021-05-29,FR,France,EURO,11090,5547666,123,108448
2021-05-30,FR,France,EURO,10007,5557673,66,108514
2021-05-31,FR,France,EURO,8541,5566214,44,108558
2021-06-01,FR,France,EURO,938,5567152,126,108684
2021-06-02,FR,France,EURO,8498,5575650,117,108801
2021-06-03,FR,France,EURO,8582,5584232,95,108896
2021-06-04,FR,France,EURO,7978,5592210,69,108965
2021-06-05,FR,France,EURO,6953,5599163,88,109053
2021-06-06,FR,France,EURO,6038,5605201,43,109096
2021-06-07,FR,France,EURO,5070,5610271,25,109121
2021-06-08,FR,France,EURO,946,5611217,59,109180
2021-06-09,FR,France,EURO,4700,5615917,63,109243
2021-06-10,FR,France,EURO,5358,5621275,64,109307
2021-06-11,FR,France,EURO,4475,5625750,68,109375
2021-06-12,FR,France,EURO,3639,5629389,71,109446
2021-06-13,FR,France,EURO,3603,5632992,25,109471
2021-06-14,FR,France,EURO,2850,5635842,13,109484
2021-06-15,FR,France,EURO,407,5636249,60,109544
2021-06-16,FR,France,EURO,1867,5638116,72,109616
2021-06-17,FR,France,EURO,2865,5640981,44,109660
2021-06-18,FR,France,EURO,2775,5643756,55,109715
2021-06-19,FR,France,EURO,2132,5645888,63,109778
2021-06-20,FR,France,EURO,2322,5648210,20,109798
2021-06-21,FR,France,EURO,1815,5650025,14,109812
2021-06-22,FR,France,EURO,290,5650315,39,109851
2021-06-23,FR,France,EURO,978,5651293,45,109896
2021-06-24,FR,France,EURO,2287,5653580,33,109929
2021-06-25,FR,France,EURO,1796,5655376,44,109973
2021-06-26,FR,France,EURO,1851,5657227,33,110006
2021-06-27,FR,France,EURO,1874,5659101,11,110017
2021-06-28,FR,France,EURO,1459,5660560,16,110033
2021-06-29,FR,France,EURO,509,5661069,32,110065
2021-06-30,FR,France,EURO,1104,5662173,43,110108
2021-07-01,FR,France,EURO,2336,5664509,25,110133
2021-07-02,FR,France,EURO,2572,5667081,28,110161
2021-07-03,FR,France,EURO,2581,5669662,22,110183
2021-07-04,FR,France,EURO,2695,5672357,12,110195
2021-07-05,FR,France,EURO,2549,5674906,9,110204
2021-07-06,FR,France,EURO,796,5675702,26,110230
2021-07-07,FR,France,EURO,2044,5677746,31,110261
2021-07-08,FR,France,EURO,3996,5681742,28,110289
2021-07-09,FR,France,EURO,4324,5686066,23,110312
2021-07-10,FR,France,EURO,4498,5690564,17,110329
2021-07-11,FR,France,EURO,4102,5694666,14,110343
2021-07-12,FR,France,EURO,4231,5698897,4,110347
2021-07-13,FR,France,EURO,1120,5700017,24,110371
2021-07-14,FR,France,EURO,5367,5705384,40,110411
2021-07-15,FR,France,EURO,8748,5714132,6,110417
2021-07-16,FR,France,EURO,3583,5717715,16,110433
2021-07-17,FR,France,EURO,8433,5726148,14,110447
2021-07-18,FR,France,EURO,10949,5737097,16,110463
2021-07-19,FR,France,EURO,12523,5749620,5,110468
2021-07-20,FR,France,EURO,3959,5753579,16,110484
2021-07-21,FR,France,EURO,16723,5770302,21,110505
2021-07-22,FR,France,EURO,21386,5791688,22,110527
2021-07-23,FR,France,EURO,21769,5813457,10,110537
2021-07-24,FR,France,EURO,19052,5832509,33,110570
2021-07-25,FR,France,EURO,23373,5855882,18,110588
2021-07-26,FR,France,EURO,15233,5871115,6,110594
2021-07-27,FR,France,EURO,5154,5876269,42,110636
2021-07-28,FR,France,EURO,24127,5900396,17,110653
2021-07-29,FR,France,EURO,27798,5928194,39,110692
2021-07-30,FR,France,EURO,21259,5949453,15,110707
2021-07-31,FR,France,EURO,22157,5971610,50,110757
2021-08-01,FR,France,EURO,20952,5992562,38,110795
2021-08-02,FR,France,EURO,19600,6012162,18,110813
2021-08-03,FR,France,EURO,1930,6014092,24,110837
2021-08-04,FR,France,EURO,25481,6039573,55,110892
2021-08-05,FR,France,EURO,27856,6067429,41,110933
2021-08-06,FR,France,EURO,25481,6092910,42,110975
2021-08-07,FR,France,EURO,23355,6116265,64,111039
2021-08-08,FR,France,EURO,24978,6141243,16,111055
2021-08-09,FR,France,EURO,19692,6160935,26,111081
2021-08-10,FR,France,EURO,672,6161607,62,111143
2021-08-11,FR,France,EURO,24236,6185843,54,111197
2021-08-12,FR,France,EURO,30757,6216600,57,111254
2021-08-13,FR,France,EURO,26647,6243247,50,111304
2021-08-14,FR,France,EURO,25588,6268835,78,111382
2021-08-15,FR,France,EURO,21341,6290176,9,111391
2021-08-16,FR,France,EURO,21125,6311301,44,111435
2021-08-17,FR,France,EURO,5829,6317130,79,111514
2021-08-18,FR,France,EURO,17104,6334234,91,111605
2021-08-19,FR,France,EURO,27437,6361671,110,111715
2021-08-20,FR,France,EURO,23102,6384773,107,111822
2021-08-21,FR,France,EURO,18918,6403691,55,111877
2021-08-22,FR,France,EURO,22636,6426327,129,112006
2021-08-23,FR,France,EURO,17282,6443609,115,112121
2021-08-24,FR,France,EURO,4758,6448367,67,112188
2021-08-25,FR,France,EURO,22004,6470371,121,112309
2021-08-26,FR,France,EURO,22610,6492981,103,112412
2021-08-27,FR,France,EURO,18812,6511793,-6,112406
2021-08-28,FR,France,EURO,10563,6522356,30,112436
2021-08-29,FR,France,EURO,17381,6539737,74,112510
2021-08-30,FR,France,EURO,13589,6553326,53,112563
2021-08-31,FR,France,EURO,2132,6555458,57,112620
2021-09-01,FR,France,EURO,17441,6572899,123,112743
2021-09-02,FR,France,EURO,17102,6590001,95,112838
2021-09-03,FR,France,EURO,15353,6605354,91,112929
2021-09-04,FR,France,EURO,8708,6614062,95,113024
2021-09-05,FR,France,EURO,13143,6627205,-41,112983
2021-09-06,FR,France,EURO,10360,6637565,49,113032
2021-09-07,FR,France,EURO,2310,6639875,112,113144
2021-09-08,FR,France,EURO,12851,6652726,67,113211
2021-09-09,FR,France,EURO,12348,6665074,117,113328
2021-09-10,FR,France,EURO,10649,6675723,89,113417
2021-09-11,FR,France,EURO,7575,6683298,0,113417
2021-09-12,FR,France,EURO,9408,6692706,44,113461
2021-09-13,FR,France,EURO,7653,6700359,29,113490
2021-09-14,FR,France,EURO,415,6700774,82,113572
2021-09-15,FR,France,EURO,9944,6710718,80,113652
2021-09-16,FR,France,EURO,8686,6719404,75,113727
2021-09-17,FR,France,EURO,7690,6727094,69,113796
2021-09-18,FR,France,EURO,5898,6732992,32,113828
2021-09-19,FR,France,EURO,7414,6740406,42,113870
2021-09-20,FR,France,EURO,5814,6746220,28,113898
2021-09-21,FR,France,EURO,180,6746400,9,113907
2021-09-22,FR,France,EURO,7465,6753865,144,114051
2021-09-23,FR,France,EURO,6400,6760265,55,114106
2021-09-24,FR,France,EURO,6110,6766375,59,114165
2021-09-25,FR,France,EURO,4527,6770902,20,114185
2021-09-26,FR,France,EURO,6012,6776914,29,114214
2021-09-27,FR,France,EURO,4683,6781597,14,114228
2021-09-28,FR,France,EURO,1161,6782758,73,114301
2021-09-29,FR,France,EURO,5859,6788617,49,114350
2021-09-30,FR,France,EURO,5479,6794096,43,114393
2021-10-01,FR,France,EURO,4858,6798954,54,114447
2021-10-02,FR,France,EURO,4124,6803078,21,114468
2021-10-03,FR,France,EURO,4948,6808026,30,114498
2021-10-04,FR,France,EURO,3744,6811770,9,114507
2021-10-05,FR,France,EURO,1138,6812908,40,114547
2021-10-06,FR,France,EURO,3875,6816783,54,114601
2021-10-07,FR,France,EURO,4632,6821415,34,114635
2021-10-08,FR,France,EURO,4281,6825696,33,114668
2021-10-09,FR,France,EURO,4189,6829885,31,114699
2021-10-10,FR,France,EURO,4734,6834619,15,114714
2021-10-11,FR,France,EURO,3991,6838610,8,114722
2021-10-12,FR,France,EURO,635,6839245,28,114750
2021-10-13,FR,France,EURO,5291,6844536,32,114782
2021-10-14,FR,France,EURO,5492,6850028,24,114806
2021-10-15,FR,France,EURO,4760,6854788,34,114840
2021-10-16,FR,France,EURO,5708,6860496,25,114865
2021-10-17,FR,France,EURO,4837,6865333,13,114878
2021-10-18,FR,France,EURO,3778,6869111,5,114883
2021-10-19,FR,France,EURO,757,6869868,38,114921
2021-10-20,FR,France,EURO,5689,6875557,36,114957
2021-10-21,FR,France,EURO,5796,6881353,26,114983
2021-10-22,FR,France,EURO,5498,6886851,31,115014
2021-10-23,FR,France,EURO,6058,6892909,23,115037
2021-10-24,FR,France,EURO,6169,6899078,22,115059
2021-10-25,FR,France,EURO,4993,6904071,4,115063
2021-10-26,FR,France,EURO,1011,6905082,38,115101
2021-10-27,FR,France,EURO,6251,6911333,36,115137
2021-10-28,FR,France,EURO,6437,6917770,31,115168
2021-10-29,FR,France,EURO,6126,6923896,23,115191
2021-10-30,FR,France,EURO,6062,6929958,21,115212
2021-10-31,FR,France,EURO,7285,6937243,20,115232
2021-11-01,FR,France,EURO,6329,6943572,12,115244
2021-11-02,FR,France,EURO,1834,6945406,6,115250
2021-11-03,FR,France,EURO,1859,6947265,84,115334
2021-11-04,FR,France,EURO,9592,6956857,33,115367
2021-11-05,FR,France,EURO,9283,6966140,47,115414
2021-11-06,FR,France,EURO,8451,6974591,10,115424
2021-11-07,FR,France,EURO,9537,6984128,25,115449
2021-11-08,FR,France,EURO,8489,6992617,8,115457
2021-11-09,FR,France,EURO,1958,6994575,54,115511
2021-11-10,FR,France,EURO,11500,7006075,42,115553
2021-11-11,FR,France,EURO,11822,7017897,31,115584
2021-11-12,FR,France,EURO,12504,7030401,17,115601
2021-11-13,FR,France,EURO,3600,7034001,44,115645
2021-11-14,FR,France,EURO,14645,7048646,16,115661
2021-11-15,FR,France,EURO,12475,7061121,17,115678
2021-11-16,FR,France,EURO,3162,7064283,75,115753
2021-11-17,FR,France,EURO,18413,7082696,44,115797
2021-11-18,FR,France,EURO,20201,7102897,56,115853
2021-11-19,FR,France,EURO,19840,7122737,49,115902
2021-11-20,FR,France,EURO,20847,7143584,49,115951
2021-11-21,FR,France,EURO,22568,7166152,22,115973
2021-11-22,FR,France,EURO,19749,7185901,15,115988
2021-11-23,FR,France,EURO,5201,7191102,96,116084
2021-11-24,FR,France,EURO,28255,7219357,82,116166
2021-11-25,FR,France,EURO,32451,7251808,76,116242
2021-11-26,FR,France,EURO,33320,7285128,72,116314
2021-11-27,FR,France,EURO,34251,7319379,58,116372
2021-11-28,FR,France,EURO,37137,7356516,32,116404
2021-11-29,FR,France,EURO,31642,7388158,23,116427
2021-11-30,FR,France,EURO,5981,7394139,118,116545
2021-12-01,FR,France,EURO,46975,7441114,110,116655
2021-12-02,FR,France,EURO,49563,7490677,95,116750
2021-12-03,FR,France,EURO,48129,7538806,97,116847
2021-12-04,FR,France,EURO,49549,7588355,124,116971
2021-12-05,FR,France,EURO,51523,7639878,47,117018
2021-12-06,FR,France,EURO,42222,7682100,29,117047
2021-12-07,FR,France,EURO,8530,7690630,184,117231
2021-12-08,FR,France,EURO,58796,7749426,171,117402
2021-12-09,FR,France,EURO,61148,7810574,122,117524
2021-12-10,FR,France,EURO,56609,7867183,135,117659
2021-12-11,FR,France,EURO,55020,7922203,144,117803
2021-12-12,FR,France,EURO,53647,7975850,65,117868
2021-12-13,FR,France,EURO,43848,8019698,48,117916
2021-12-14,FR,France,EURO,8434,8028132,238,118154
2021-12-15,FR,France,EURO,63123,8091255,148,118302
2021-12-16,FR,France,EURO,65586,8156841,144,118446
2021-12-17,FR,France,EURO,60647,8217488,181,118627
2021-12-18,FR,France,EURO,58128,8275616,162,118789
2021-12-19,FR,France,EURO,58409,8334025,82,118871
2021-12-20,FR,France,EURO,48473,8382498,75,118946
2021-12-21,FR,France,EURO,14470,8396968,220,119166
2021-12-22,FR,France,EURO,72634,8469602,224,119390
2021-12-23,FR,France,EURO,79567,8549169,162,119552
2021-12-24,FR,France,EURO,91288,8640457,176,119728
2021-12-25,FR,France,EURO,93532,8733989,165,119893
2021-12-26,FR,France,EURO,104505,8838494,81,119974
2021-12-27,FR,France,EURO,27697,8866191,96,120070
2021-12-28,FR,France,EURO,29767,8895958,254,120324
2021-12-29,FR,France,EURO,174296,9070254,281,120605
2020-01-03,IN,India,SEARO,0,0,0,0
2020-01-04,IN,India,SEARO,0,0,0,0
2020-01-05,IN,India,SEARO,0,0,0,0
2020-01-06,IN,India,SEARO,0,0,0,0
2020-01-07,IN,India,SEARO,0,0,0,0
2020-01-08,IN,India,SEARO,0,0,0,0
2020-01-09,IN,India,SEARO,0,0,0,0
2020-01-10,IN,India,SEARO,0,0,0,0
2020-01-11,IN,India,SEARO,0,0,0,0
2020-01-12,IN,India,SEARO,0,0,0,0
2020-01-13,IN,India,SEARO,0,0,0,0
2020-01-14,IN,India,SEARO,0,0,0,0
2020-01-15,IN,India,SEARO,0,0,0,0
2020-01-16,IN,India,SEARO,0,0,0,0
2020-01-17,IN,India,SEARO,0,0,0,0
2020-01-18,IN,India,SEARO,0,0,0,0
2020-01-19,IN,India,SEARO,0,0,0,0
2020-01-20,IN,India,SEARO,0,0,0,0
2020-01-21,IN,India,SEARO,0,0,0,0
2020-01-22,IN,India,SEARO,0,0,0,0
2020-01-23,IN,India,SEARO,0,0,0,0
2020-01-24,IN,India,SEARO,0,0,0,0
2020-01-25,IN,India,SEARO,0,0,0,0
2020-01-26,IN,India,SEARO,0,0,0,0
2020-01-27,IN,India,SEARO,0,0,0,0
2020-01-28,IN,India,SEARO,0,0,0,0
2020-01-29,IN,India,SEARO,0,0,0,0
2020-01-30,IN,India,SEARO,1,1,0,0
2020-01-31,IN,India,SEARO,4,5,0,0
2020-02-01,IN,India,SEARO,0,5,0,0
2020-02-02,IN,India,SEARO,-3,2,0,0
2020-02-03,IN,India,SEARO,1,3,0,0
2020-02-04,IN,India,SEARO,4,7,0,0
2020-02-05,IN,India,SEARO,0,7,0,0
2020-02-06,IN,India,SEARO,0,7,0,0
2020-02-07,IN,India,SEARO,0,7,0,0
2020-02-08,IN,India,SEARO,0,7,0,0
2020-02-09,IN,India,SEARO,0,7,0,0
2020-02-10,IN,India,SEARO,0,7,0,0
2020-02-11,IN,India,SEARO,0,7,0,0
2020-02-12,IN,India,SEARO,0,7,0,0
2020-02-13,IN,India,SEARO,0,7,0,0
2020-02-14,IN,India,SEARO,0,7,0,0
